237.00941446483552,240.52553753151284,236.89953466637493,239.3268585205078,48137100
239.54662188503684,242.49337894569658,238.6376176509325,242.3834991455078,38861000
242.60325739533934,243.84190102311462,240.9850414761411,242.74310302734375,44383900
243.72204013219255,244.2714238935446,241.86408229295347,242.7730712890625,40033900
242.6432183998472,244.3613305629988,241.8141281502541,242.5732879638672,36870600
241.56440918324205,246.96847124510987,241.48449521514058,246.47900390625,44649200
246.61884065291167,247.93739821602466,245.0705399660552,247.4978790283203,36914800
247.68767076725757,250.52454792031958,245.98952569372008,246.2192840576172,45205800
246.61885092340057,248.46682524629017,245.41017310687806,247.68768310546875,32777500
247.54782582286595,249.01619729452798,245.96955931284188,247.85748291015625,33155300
247.71764416028498,251.10392039685559,247.3780059899919,250.7642822265625,51694800
249.80533943156328,253.5512208135588,249.50566587259755,253.20159912109375,51356400
251.88305927654196,254.0007260278641,247.46791553993853,247.77757263183594,56774100
247.22817727073837,251.72323503929724,246.81862390484895,249.51565551757812,60882300
247.76758181309805,254.71994465608725,245.42017186050566,254.21051025390625,147495300
254.49020366493687,255.36922684225433,253.17164603591402,254.98965454101562,40858800
255.2094124344067,257.92641115938613,255.0096198916901,257.91644287109375,23234700
257.90642916266114,259.81433504408284,257.34704665632455,258.7355041503906,27237100
257.54682582842287,258.41589596104086,252.78207543596488,255.30929565429688,42355300
251.95298524244893,253.22159473829512,250.47461491371794,251.9230194091797,35557500
